1
605.0182,304.3504,186.5014,218.3972
618.8049,306.3983,184.0613,221.5437
613.6101,295.3127,187.1445,223.1012
623.9905,316.4138,186.8088,219.9380
638.8087,328.2211,182.9699,221.5551
640.2062,342.6996,187.6180,216.4875
646.1862,345.0313,188.8451,217.3588
649.0895,345.2012,194.5360,214.6286
639.1540,321.5631,201.7864,208.1391
630.8519,329.2441,200.2952,213.1271
629.9879,321.6755,197.6546,218.5505
630.0566,315.6356,197.6993,219.1705
634.4116,304.4717,203.2622,215.9716
636.3762,296.7446,214.8710,210.8481
641.5806,306.7734,221.4787,204.7508
644.3801,306.9789,221.5151,206.9532
634.9410,308.4052,224.1894,201.5544
626.7602,309.3764,228.9280,197.4643
621.7645,305.4793,229.8124,196.8019
621.5796,297.4951,229.3079,196.9863
627.8740,289.3450,219.8603,202.8588
638.4828,272.3213,207.7801,215.1324
641.6588,238.0596,198.7969,228.8637
649.0606,218.5225,199.6792,232.6609
652.0302,201.1307,195.6768,238.7106
654.3558,194.0555,190.5068,242.4579
657.5564,190.4371,189.5030,242.9631
661.3574,166.9337,185.5345,239.0008
668.5380,170.4592,181.5322,235.8732
677.0714,181.6727,178.8951,233.9735
682.4442,198.4538,176.3137,229.5357
686.3622,215.5720,175.1618,222.3976
682.8117,212.9231,181.3560,211.3671
673.9608,208.5254,184.9824,205.4091
657.0182,206.6781,185.4224,199.9340
641.8708,209.3399,181.3764,200.9114
634.8686,210.8536,180.6541,201.5966
583.2812,212.1984,178.8681,197.4331
580.2927,197.0210,173.5998,195.0194
545.4549,225.1593,180.5458,185.3919
538.6221,231.0767,186.2257,178.2903
531.7222,257.5461,183.7069,176.3230
523.5630,261.2476,179.5910,178.2166
518.5750,280.4443,178.9969,179.8782
522.6042,287.2371,180.6834,179.2198
525.9410,259.7274,186.5178,180.1650
526.9558,258.7513,191.5300,180.2328
547.0657,256.9936,192.2918,180.6065
572.9885,262.2911,188.6876,180.9811
599.2331,286.2117,179.7783,187.7870
612.8068,287.7133,170.3478,189.6344
636.1514,314.7992,163.6795,192.1973
631.0140,403.3761,162.0793,188.3650
643.0729,423.9432,161.6337,184.5881
669.7224,458.7106,146.1829,197.0642
657.8733,485.2968,151.8529,191.0785
642.3122,521.5484,160.8047,183.6213
633.7253,555.7902,177.6217,168.8542
634.0706,568.9156,192.0002,157.1954
623.6408,572.0190,203.1847,149.3777
