1
699.9324,241.1272,34.4035,72.0721
696.8989,238.7004,35.0801,72.1445
694.2684,237.4414,35.2150,72.3440
690.1348,235.7311,35.6206,72.3473
687.5189,235.6955,35.2772,72.8786
685.0667,233.2022,34.8709,73.5801
683.6342,233.5758,34.3063,73.5684
681.3607,232.6854,33.6367,72.6285
679.2283,234.6060,32.6112,73.8259
678.0751,236.1120,31.9634,75.0110
676.4791,238.6077,31.3844,77.6217
674.1446,238.9826,31.1575,77.5027
670.4053,240.4066,31.0371,76.4487
666.4631,240.2917,30.5711,74.6353
662.2036,240.3028,29.7513,73.6520
658.5248,242.1167,28.8126,73.8494
654.2039,242.7900,28.5479,72.7718
650.1649,244.6542,28.4451,70.8069
646.1700,243.9924,27.9742,70.1148
643.0729,243.8308,27.5884,69.8626
640.1375,243.9640,26.9279,69.9629
635.7410,244.4105,27.5980,70.0175
630.8116,242.7824,27.8194,69.3786
626.8268,241.5706,28.2901,69.0119
622.8506,240.3806,28.9331,67.3301
619.6530,240.0739,29.3203,66.1814
615.5128,240.3984,29.3078,66.0796
612.2960,240.4113,29.0028,67.0461
608.0822,240.0388,29.7398,66.6709
605.1007,239.7800,29.9279,65.9021
601.4134,241.2394,29.7883,66.6864
599.2928,239.5465,29.8280,66.8001
596.4233,240.1079,29.7214,67.6378
593.8986,240.7851,29.9377,67.6411
590.9982,239.7818,30.5387,68.6640
588.4665,239.5144,30.2784,69.0844
585.0880,237.6941,29.9138,69.0278
581.4330,238.1650,29.7586,69.2786
578.2028,239.1654,29.5869,68.2723
574.6245,238.2348,28.5353,67.8884
570.8300,237.3825,28.3637,68.2024
568.0296,239.1486,27.9012,67.2864
566.8908,241.3996,27.1134,66.4524
563.8063,241.6588,27.3036,67.1551
561.2454,240.6472,26.8984,69.0332
557.9347,243.0740,27.0085,69.8337
554.0660,243.6405,27.5864,69.5456
550.8392,244.2223,27.7093,69.0264
547.3173,241.8769,27.6161,69.8458
544.7949,242.6191,27.8659,69.3683
543.3570,241.2305,28.0959,70.1672
541.9304,239.4930,28.2495,71.3447
539.8389,237.9879,28.7886,72.9085
538.3309,235.4931,29.0425,72.9024
537.3135,233.9775,29.3465,72.9913
537.4932,235.3298,29.4320,73.2853
536.9773,235.5910,29.4776,73.9696
535.0062,234.8841,29.9735,72.7520
535.0087,237.1646,29.9746,72.2936
534.0020,238.5927,30.3697,72.3226
533.6851,236.6334,30.1699,72.4829
533.7870,236.2529,30.1782,72.8375
533.6412,235.6121,30.4670,74.5095
533.3373,233.7537,30.3796,74.6249
533.2581,232.2134,30.6972,75.6422
534.0513,232.4677,30.2852,75.2717
533.5406,232.2416,30.4593,75.3606
533.8317,231.7152,30.5221,75.5974
533.5927,229.8725,30.6183,75.5312
534.4688,229.4971,31.2781,75.8815
535.4384,228.6541,31.0369,76.5669
535.6812,227.9666,30.9660,76.8651
536.7189,226.9673,31.2694,77.7141
537.5856,226.2471,31.8867,77.4772
538.7882,226.1447,32.4458,77.5482
538.5114,227.5912,32.9330,77.1852
538.5125,228.5687,33.6220,76.2171
538.0759,228.5329,34.2574,75.4590
538.6763,228.0912,34.2206,74.1365
540.1749,229.6444,34.3405,73.1090
541.1728,230.0402,34.8990,71.7426
543.3679,230.5338,35.0616,71.3315
544.5511,232.5568,35.1936,70.1585
545.3839,232.1812,35.1280,70.7866
543.8743,234.9911,33.8780,70.9751
544.5747,234.4727,33.0501,70.4975
545.8101,232.8795,32.7212,69.0445
551.3788,236.1254,32.4116,68.3213
551.5516,236.6333,31.7419,68.1790
553.9193,238.3864,31.3402,67.0514
556.3797,239.5051,31.0867,65.6888
563.6010,237.0526,30.3919,65.3386
564.6531,236.8241,30.3480,63.8805
571.3733,236.9751,30.1705,63.1189
572.9042,236.9883,28.8759,64.6615
578.7635,235.0331,29.2541,65.5213
579.7171,234.0042,29.5911,66.1705
580.7996,233.0052,29.7138,66.7802
582.1412,232.5195,29.7596,66.6822
583.5916,231.9429,29.7919,67.2908
584.8940,232.8105,30.3853,66.9632
587.0549,230.5093,30.7558,65.6755
589.0283,230.1475,32.1498,63.1589
591.2327,229.1943,31.9475,62.7823
592.4564,230.9691,31.7990,61.6973
594.2477,231.7100,32.0021,60.8252
595.6286,232.6251,31.7520,60.4780
596.7760,232.0166,31.4863,60.4251
598.1572,233.0321,31.1873,60.4365
599.4972,232.3115,30.9832,60.5242
600.3618,232.4461,30.5604,61.1455
600.7381,231.2226,30.5058,58.6907
601.3101,231.3519,29.8689,58.2775
601.1550,232.0374,29.1818,57.6757
599.4647,233.0156,28.5088,58.7808
595.0168,231.1620,28.4302,59.1140
589.8537,230.2269,28.0844,58.7407
585.1746,228.9879,27.2633,59.5450
576.0638,229.4028,27.0013,60.0198
570.5238,228.5918,27.5832,59.2835
565.5892,228.0915,27.6782,58.0583
556.2281,227.8580,27.9135,57.7850
548.2276,227.7886,27.4870,57.5496
540.8017,228.1456,26.9985,56.5946
536.0629,229.3386,26.4624,56.0936
527.9484,228.3259,26.8577,54.7192
519.7835,227.4130,26.5065,53.7691
512.4808,227.2913,26.4556,52.4822
505.9767,228.1004,26.2730,51.9315
498.3615,231.9399,26.1371,51.7754
485.8620,232.2345,26.0726,50.8898
479.2113,237.4240,25.8707,50.7737
462.5693,237.1493,25.7155,50.1648
455.9400,242.4267,25.6497,50.3665
443.9921,243.4932,26.3414,49.5119
432.3316,244.5948,26.4481,48.8833
416.2226,243.6966,26.5044,48.9131
400.5997,242.8459,25.8689,48.8137
389.0443,243.8304,25.9967,48.3272
373.7030,243.8376,25.6172,48.5687
357.2287,245.0932,25.2221,49.2318
341.5752,245.1088,25.1297,49.0889
320.6668,246.8975,25.4187,49.1955
300.9601,248.0487,25.5294,49.0055
281.5655,250.6900,26.0056,48.8596
255.2307,249.8095,25.9512,48.8340
239.4790,251.0933,25.8706,49.4091
219.3520,252.5335,25.4773,50.1293
203.0868,254.0475,26.0256,50.0443
183.2651,253.9534,25.8950,51.2125
166.6283,252.9975,25.5300,50.9729
150.6668,255.3744,25.8075,50.4009
139.7763,256.7602,25.7555,50.7103
