275,137,23,26
277,135,23,26
278,133,23,26
278,133,23,26
279,134,23,26
277,137,23,26
271,143,22,25
268,150,23,26
268,150,23,26
269,154,23,26
272,153,23,26
276,151,24,27
278,143,23,27
278,143,23,26
278,131,23,26
277,118,23,26
276,102,23,27
274,86,24,27
274,86,24,27
274,74,24,27
277,66,24,27
280,57,25,28
280,51,24,28
280,51,24,28
280,51,24,28
282,58,24,27
285,63,24,28
285,70,25,28
285,70,25,28
282,73,25,28
278,69,26,29
277,61,25,29
278,55,25,29
278,55,25,29
276,54,26,29
275,51,26,29
276,48,26,29
277,45,26,30
277,45,26,30
276,43,26,30
272,39,25,29
266,32,26,29
262,25,27,31
262,25,27,31
260,27,26,30
256,32,25,29
249,32,26,30
249,33,26,30
249,33,26,30
257,44,27,31
266,54,26,30
275,61,27,31
284,66,27,31
284,66,27,31
293,73,26,30
297,86,26,30
293,98,27,31
282,102,28,32
283,103,27,31
271,99,28,32
261,89,29,32
252,79,29,32
246,74,29,33
246,74,29,33
242,72,30,34
241,72,30,34
241,71,30,34
240,69,30,34
240,69,30,34
240,66,30,34
240,65,30,34
240,64,30,34
238,64,29,33
238,63,30,34
238,68,30,34
241,74,30,34
239,80,29,33
235,90,29,32
235,90,29,32
228,98,30,34
222,104,30,34
216,104,30,34
207,102,30,34
207,102,30,34
197,103,30,34
190,104,31,35
187,101,30,34
187,96,31,35
187,96,31,35
187,94,32,36
188,97,32,36
191,99,31,35
195,96,30,34
195,96,30,34
198,92,31,35
195,94,31,35
188,98,31,35
181,99,31,35
181,99,31,35
177,98,32,36
177,99,31,35
174,100,31,35
167,103,31,35
166,102,32,36
163,106,32,36
164,107,32,36
165,104,31,35
161,95,31,35
160,93,32,36
156,85,33,37
151,77,33,37
147,68,33,37
141,57,33,37
141,57,32,37
132,44,34,38
126,36,34,38
126,36,34,39
132,37,33,37
131,36,34,39
134,35,34,39
135,38,34,38
139,45,34,39
147,56,34,39
147,55,35,40
152,64,34,39
153,74,34,39
153,85,34,39
157,94,34,39
157,93,35,40
167,99,34,39
178,100,36,40
189,95,37,42
196,89,36,40
196,88,37,42
203,82,36,40
207,73,36,41
206,59,38,43
201,43,38,43
201,43,38,43
194,32,37,42
189,24,38,43
187,16,38,43
185,7,36,41
184,6,38,43
182,-1,36,41
182,-1,38,43
183,3,39,44
182,9,37,42
181,10,38,43
173,16,37,42
162,29,36,40
156,48,35,40
149,66,34,38
150,65,35,40
141,74,36,40
134,77,35,40
132,76,36,41
132,70,38,43
131,69,40,45
127,56,41,47
121,45,43,48
115,35,43,48
110,31,43,48
110,30,43,48
109,37,43,48
112,43,41,47
120,47,40,46
131,48,39,44
131,48,39,44
142,51,38,43
151,49,37,42
158,43,36,40
161,35,35,40
161,35,34,39
160,28,33,37
158,25,32,36
159,29,32,36
162,36,32,36
162,36,32,37
167,47,32,36
171,61,32,36
175,73,32,36
180,80,33,37
180,80,32,37
182,82,33,37
182,82,32,37
182,83,32,36
182,83,33,37
182,83,33,37
182,85,33,37
183,91,32,36
187,100,33,37
191,109,32,36
191,109,32,36
197,116,31,35
201,119,31,35
202,122,30,34
203,128,30,34
204,128,31,35
200,130,32,36
197,134,32,36
196,138,30,34
194,138,30,34
194,138,30,34
192,138,29,33
192,139,28,32
194,142,27,31
194,139,28,32
194,140,29,32
194,136,28,31
198,130,26,30
200,125,25,29
201,121,24,28
202,122,24,27
203,122,25,28
204,124,25,29
207,126,25,28
211,124,24,28
212,124,25,28
214,119,26,29
219,113,25,29
223,108,24,28
227,99,25,29
226,98,26,30
229,90,27,31
228,83,28,32
227,81,28,32
226,82,29,32
226,82,29,32
223,84,30,34
220,90,30,34
219,94,31,35
218,94,32,36
219,95,31,35
220,95,32,37
223,92,32,36
230,83,30,34
237,73,31,35
237,73,31,35
240,62,32,36
243,56,32,36
247,53,32,36
251,50,32,36
251,50,32,36
255,44,32,36
260,40,33,37
265,36,33,37
269,32,32,36
269,32,32,36
273,30,32,36
274,30,32,36
274,32,32,37
275,39,31,35
275,39,30,34
274,47,30,34
271,56,30,34
271,66,30,34
271,72,30,34
271,72,30,34
271,75,31,35
270,74,31,35
269,70,32,36
272,67,31,35
272,67,31,35
272,60,32,36
272,56,32,37
273,54,31,35
273,51,31,35
272,50,32,36
272,47,32,36
275,45,31,35
278,45,31,35
278,44,32,36
278,44,32,36
279,46,30,34
275,48,32,36
274,51,33,37
272,54,34,39
272,54,34,38
270,59,33,37
267,63,33,37
262,65,34,39
253,64,36,40
253,64,35,40
243,64,36,41
236,65,35,40
229,65,35,40
222,66,34,39
222,66,34,39
215,66,34,38
209,71,35,40
203,82,36,41
201,90,35,40
200,90,36,40
200,97,37,42
199,101,37,42
199,106,36,41
203,110,35,40
203,111,35,40
206,117,36,41
209,124,37,42
209,128,36,41
209,131,36,41
209,131,35,40
208,133,34,38
209,134,33,37
209,137,32,36
210,142,30,34
210,142,30,34
211,144,29,33
211,145,29,32
210,145,29,32
208,145,30,34
208,146,30,34
209,149,29,33
210,153,28,32
212,160,27,31
212,166,28,31
213,166,28,32
213,169,29,33
213,171,29,33
216,170,29,33
222,166,30,34
222,166,30,34
225,157,30,34
226,147,29,33
228,135,30,34
231,124,32,36
232,124,33,37
235,116,34,38
239,108,35,40
241,100,36,41
245,92,37,42
244,92,38,43
249,85,36,41
255,80,38,43
259,74,40,45
263,68,40,46
263,68,40,46
265,62,39,44
268,57,40,46
269,53,40,45
269,53,40,45
269,53,40,45
269,54,40,45
269,57,40,46
270,60,42,48
275,64,43,48
275,64,43,48
281,65,41,47
286,66,41,47
293,66,40,46
298,67,40,45
298,67,40,45
304,68,39,44
311,73,40,45
320,77,40,45
329,78,40,45
329,78,40,45
339,77,41,47
347,78,40,45
352,79,40,45
356,78,40,46
356,78,40,46
357,74,40,45
357,72,41,47
356,73,40,45
354,76,41,47
354,77,40,45
354,80,41,47
355,80,43,48
335,79,45,50
346,83,45,51
346,81,47,54
357,85,49,56
365,118,47,54
